CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
360d54ae51ed02b3fee43c18b5514844c58c8d36;Extract Method;Extract Method	private setDraweeControllerForRequest(imageRequest ImageRequest) : void extracted from private loadMainImage(draweeView SimpleDraweeView) : void in class com.facebook.fresco.samples.showcase.imagepipeline.MediaVariationsFragment
360d54ae51ed02b3fee43c18b5514844c58c8d36;Parameterize Variable;Parameterize Variable	request : ImageRequest to imageRequest : ImageRequest in method private setDraweeControllerForRequest(imageRequest ImageRequest) : void in class com.facebook.fresco.samples.showcase.imagepipeline.MediaVariationsFragment
360d54ae51ed02b3fee43c18b5514844c58c8d36;Replace Variable With Attribute;Replace Variable With Attribute	draweeView : SimpleDraweeView to mMainImageDraweeView : SimpleDraweeView in method private setDraweeControllerForRequest(imageRequest ImageRequest) : void in class com.facebook.fresco.samples.showcase.imagepipeline.MediaVariationsFragment
360d54ae51ed02b3fee43c18b5514844c58c8d36;Replace Variable With Attribute;Replace Variable With Attribute	draweeView : SimpleDraweeView to mMainImageDraweeView : SimpleDraweeView in method private populateMainImage(rootView View) : void in class com.facebook.fresco.samples.showcase.imagepipeline.MediaVariationsFragment
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Rename Method;Rename Method	private startInputProducer(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void renamed to private startInputProducerWithWrappedConsumer(consumer Consumer<EncodedImage>, producerContext ProducerContext, mediaId String) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Extract Variable;Extract Variable	mediaId : String in method public produceResults(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void from class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Replace Variable With Attribute;Replace Variable With Attribute	mediaVariations : MediaVariations to mMediaId : String in method private storeResultInDatabase(newResult EncodedImage) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer.MediaVariationsConsumer
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Change Variable Type;Change Variable Type	mediaVariations : MediaVariations to mMediaId : String in method private storeResultInDatabase(newResult EncodedImage) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer.MediaVariationsConsumer
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Rename Method;Rename Method	public testStartInputProducerIfNullMediaVariations() : void renamed to public testStartInputProducerIfNullMediaVariationsAndNoIdExtracted() : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Rename Parameter;Rename Parameter	mediaVariations : MediaVariations to variantsProvider : VariantsProvider in method private whenIndexDbReturnsTaskForResult(variantsProvider VariantsProvider) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
59aec91fca8705c5cb89b6bc859c1c91f377fc04;Change Parameter Type;Change Parameter Type	mediaVariations : MediaVariations to variantsProvider : VariantsProvider in method private whenIndexDbReturnsTaskForResult(variantsProvider VariantsProvider) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
b63ed31a91f98b82fac53445d33906780cf03ffa;Move Class;Move Class	com.facebook.imagepipeline.producers.MediaVariationsIndex moved to com.facebook.imagepipeline.cache.MediaVariationsIndex
b63ed31a91f98b82fac53445d33906780cf03ffa;Move Class;Move Class	com.facebook.imagepipeline.producers.MediaVariationsIndexDatabase moved to com.facebook.imagepipeline.cache.MediaVariationsIndexDatabase
b63ed31a91f98b82fac53445d33906780cf03ffa;Move Class;Move Class	com.facebook.imagepipeline.producers.NoOpMediaVariationsIndex moved to com.facebook.imagepipeline.cache.NoOpMediaVariationsIndex
b63ed31a91f98b82fac53445d33906780cf03ffa;Move Class;Move Class	com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest moved to com.facebook.imagepipeline.cache.MediaVariationsIndexDatabaseTest
be3802fd5dcfeaf133e541a759f1dcdeeb8a1db6;Extract And Move Method;Extract And Move Method	public getSource() : String extracted from private onFinishDiskReads(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, mediaVariations MediaVariations, sortedVariants List<MediaVariations.Variant>, variantsIndex int, isCancelled AtomicBoolean) : Continuation<EncodedImage,Void> in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer & moved to class com.facebook.imagepipeline.request.MediaVariations
f1e1f24de3d65aa06d51f7dde92651a3cb29ed76;Extract Variable;Extract Variable	is : InputStream in method package fetchSync(fetchState FetchState, callback Callback) : void from class com.facebook.imagepipeline.producers.HttpUrlConnectionNetworkFetcher
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Method;Rename Method	private attemptCacheReadForVariant(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, variants List<MediaVariations.Variant>, index int, forceOriginalRequest boolean, isCancelled AtomicBoolean) : Task renamed to private chooseFromVariants(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, mediaVariations MediaVariations, resizeOptions ResizeOptions, isCancelled AtomicBoolean) : Task in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Parameter;Rename Parameter	variants : List<MediaVariations.Variant> to sortedVariants : List<MediaVariations.Variant> in method private onFinishDiskReads(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, mediaVariations MediaVariations, sortedVariants List<MediaVariations.Variant>, variantsIndex int, isCancelled AtomicBoolean) : Continuation<EncodedImage,Void> in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Parameter;Rename Parameter	index : int to variantsIndex : int in method private onFinishDiskReads(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, mediaVariations MediaVariations, sortedVariants List<MediaVariations.Variant>, variantsIndex int, isCancelled AtomicBoolean) : Continuation<EncodedImage,Void> in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Extract Method;Extract Method	private attemptCacheReadForVariant(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, mediaVariations MediaVariations, sortedVariants List<MediaVariations.Variant>, index int, isCancelled AtomicBoolean) : Task extracted from private attemptCacheReadForVariant(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, variants List<MediaVariations.Variant>, index int, forceOriginalRequest boolean, isCancelled AtomicBoolean) : Task in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	cachedVariantsTask : Task<List<MediaVariations.Variant>> to indexedMediaVariationsTask : Task<MediaVariations> in method public produceResults(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Variable;Rename Variable	cachedVariantsTask : Task<List<MediaVariations.Variant>> to indexedMediaVariationsTask : Task<MediaVariations> in method public produceResults(consumer Consumer<EncodedImage>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Return Type;Change Return Type	Task<List<MediaVariations.Variant>> to Task<MediaVariations> in method public getCachedVariants(mediaId String, mediaVariationsBuilder MediaVariations.Builder) : Task<MediaVariations> in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabase
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Return Type;Change Return Type	List<MediaVariations.Variant> to MediaVariations in method protected getCachedVariantsSync(mediaId String, mediaVariationsBuilder MediaVariations.Builder) : MediaVariations in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabase
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Extract Method;Extract Method	public addVariant(uri Uri, width int, height int, cacheChoice ImageRequest.CacheChoice) : Builder extracted from public addVariant(uri Uri, width int, height int) : Builder in class com.facebook.imagepipeline.request.MediaVariations.Builder
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Parameter;Rename Parameter	variants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method private whenIndexDbReturnsTaskForResult(mediaVariations MediaVariations) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Parameter Type;Change Parameter Type	variants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method private whenIndexDbReturnsTaskForResult(mediaVariations MediaVariations) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	task : Task<List<MediaVariations.Variant>> to task : Task<MediaVariations> in method private whenIndexDbReturnsTaskForResult(mediaVariations MediaVariations) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsNoCachedVariantsIfNothingStored() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Variable;Rename Variable	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsNoCachedVariantsIfNothingStored() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsNoCachedVariantsIfNonMatchingItemStored() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Variable;Rename Variable	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsNoCachedVariantsIfNonMatchingItemStored() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsSameCachedVariantAfterBeingSavedIfOneSaved() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Variable;Rename Variable	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsSameCachedVariantAfterBeingSavedIfOneSaved() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Variable Type;Change Variable Type	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsSameCachedVariantAfterBeingSavedIfTwoSaved() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Rename Variable;Rename Variable	cachedVariants : List<MediaVariations.Variant> to mediaVariations : MediaVariations in method public testGetsSameCachedVariantAfterBeingSavedIfTwoSaved() : void in class com.facebook.imagepipeline.producers.MediaVariationsIndexDatabaseTest
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Extract And Move Method;Extract And Move Method	public getCachedVariants(mediaId String, mediaVariationsBuilder MediaVariations.Builder) : Task<MediaVariations> extracted from private whenIndexDbReturnsTaskForResult(variants List<MediaVariations.Variant>) : void in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducerTest & moved to class com.facebook.imagepipeline.producers.NoOpMediaVariationsIndex
6f92497f95bdfaef08ea69ba08453bb3094eb27c;Change Return Type;Change Return Type	Task<List<MediaVariations.Variant>> to Task<MediaVariations> in method public getCachedVariants(mediaId String, mediaVariationsBuilder MediaVariations.Builder) : Task<MediaVariations> in class com.facebook.imagepipeline.producers.MediaVariationsIndex
6a3d87a44e7fbea56c76c61724178c2099d1f4af;Rename Parameter;Rename Parameter	useAsLastResult : boolean to forceOriginalRequest : boolean in method private onFinishDiskReads(consumer Consumer<EncodedImage>, producerContext ProducerContext, imageRequest ImageRequest, variants List<MediaVariations.Variant>, index int, forceOriginalRequest boolean, isCancelled AtomicBoolean) : Continuation<EncodedImage,Void> in class com.facebook.imagepipeline.producers.MediaVariationsFallbackProducer
